103 	 46.5 	 0.0384 	 0.7433 	 0.7551
104 	 46.4 	 0.0380 	 0.7474 	 0.7538
105 	 46.3 	 0.0376 	 0.7469 	 0.7558
106 	 46.5 	 0.0372 	 0.7554 	 0.7502
107 	 46.3 	 0.0368 	 0.7571 	 0.7497
108 	 46.3 	 0.0364 	 0.7631 	 0.7471
109 	 46.2 	 0.0360 	 0.7654 	 0.7451
110 	 46.3 	 0.0356 	 0.7706 	 0.7412
111 	 46.3 	 0.0352 	 0.7666 	 0.7445
112 	 46.4 	 0.0348 	 0.7747 	 0.7420
113 	 46.4 	 0.0344 	 0.7801 	 0.7372
114 	 46.3 	 0.0340 	 0.7798 	 0.7360
115 	 46.4 	 0.0336 	 0.7790 	 0.7380
116 	 46.2 	 0.0332 	 0.7847 	 0.7362
117 	 46.4 	 0.0328 	 0.7895 	 0.7343
118 	 46.5 	 0.0324 	 0.7881 	 0.7358
119 	 46.3 	 0.0320 	 0.7893 	 0.7311
120 	 46.3 	 0.0316 	 0.7966 	 0.7306
121 	 46.3 	 0.0312 	 0.7862 	 0.7352
122 	 46.3 	 0.0308 	 0.7991 	 0.7282
123 	 46.3 	 0.0304 	 0.8015 	 0.7262
124 	 46.4 	 0.0300 	 0.8022 	 0.7266
125 	 46.3 	 0.0296 	 0.8039 	 0.7268
126 	 46.4 	 0.0292 	 0.8131 	 0.7210
127 	 46.3 	 0.0288 	 0.8111 	 0.7216
128 	 46.2 	 0.0284 	 0.8184 	 0.7188
129 	 46.4 	 0.0280 	 0.8158 	 0.7183
130 	 46.2 	 0.0276 	 0.8224 	 0.7187
131 	 46.3 	 0.0272 	 0.8179 	 0.7192
132 	 46.3 	 0.0268 	 0.8237 	 0.7153
133 	 46.3 	 0.0264 	 0.8297 	 0.7109
134 	 46.6 	 0.0260 	 0.8256 	 0.7144
135 	 46.2 	 0.0256 	 0.8398 	 0.7068
136 	 46.2 	 0.0252 	 0.8333 	 0.7116
137 	 46.7 	 0.0248 	 0.8337 	 0.7086
138 	 46.3 	 0.0244 	 0.8360 	 0.7090
139 	 46.3 	 0.0240 	 0.8376 	 0.7078
140 	 46.3 	 0.0236 	 0.8454 	 0.7031
141 	 46.3 	 0.0232 	 0.8429 	 0.7018
142 	 46.4 	 0.0228 	 0.8431 	 0.7053
143 	 46.5 	 0.0224 	 0.8501 	 0.7013
144 	 46.3 	 0.0220 	 0.8468 	 0.7008
145 	 46.3 	 0.0216 	 0.8519 	 0.6993
146 	 46.3 	 0.0212 	 0.8549 	 0.6971
147 	 46.3 	 0.0208 	 0.8523 	 0.6998
148 	 46.4 	 0.0204 	 0.8576 	 0.6954
149 	 46.3 	 0.0200 	 0.8618 	 0.6946
150 	 46.3 	 0.0196 	 0.8611 	 0.6913
151 	 46.4 	 0.0192 	 0.8619 	 0.6924
152 	 46.3 	 0.0188 	 0.8673 	 0.6893
153 	 46.4 	 0.0184 	 0.8678 	 0.6872
154 	 46.5 	 0.0180 	 0.8674 	 0.6896
155 	 46.3 	 0.0176 	 0.8647 	 0.6893
156 	 46.3 	 0.0172 	 0.8680 	 0.6880
157 	 46.3 	 0.0168 	 0.8765 	 0.6848
158 	 46.4 	 0.0164 	 0.8728 	 0.6834
159 	 46.2 	 0.0160 	 0.8698 	 0.6856
160 	 46.4 	 0.0156 	 0.8765 	 0.6804
161 	 46.3 	 0.0152 	 0.8752 	 0.6824
162 	 46.4 	 0.0148 	 0.8764 	 0.6806
163 	 46.2 	 0.0144 	 0.8788 	 0.6792
164 	 46.4 	 0.0140 	 0.8758 	 0.6779
165 	 46.2 	 0.0136 	 0.8722 	 0.6809
166 	 46.2 	 0.0132 	 0.8856 	 0.6754
167 	 46.3 	 0.0128 	 0.8807 	 0.6764
168 	 46.3 	 0.0124 	 0.8805 	 0.6761
169 	 46.2 	 0.0120 	 0.8799 	 0.6756
170 	 46.2 	 0.0116 	 0.8781 	 0.6767
171 	 46.2 	 0.0112 	 0.8769 	 0.6735
172 	 46.4 	 0.0108 	 0.8748 	 0.6730
173 	 46.6 	 0.0104 	 0.8798 	 0.6712
174 	 46.4 	 0.0100 	 0.8774 	 0.6717
175 	 46.2 	 0.0096 	 0.8768 	 0.6705
176 	 46.3 	 0.0092 	 0.8753 	 0.6700
177 	 46.4 	 0.0088 	 0.8786 	 0.6681
178 	 46.3 	 0.0084 	 0.8725 	 0.6690
179 	 46.3 	 0.0080 	 0.8697 	 0.6716
180 	 46.3 	 0.0076 	 0.8699 	 0.6682
181 	 46.2 	 0.0072 	 0.8650 	 0.6717
182 	 46.3 	 0.0068 	 0.8582 	 0.6729
183 	 46.4 	 0.0064 	 0.8602 	 0.6684
184 	 46.3 	 0.0060 	 0.8556 	 0.6712
185 	 46.4 	 0.0056 	 0.8502 	 0.6722
186 	 46.2 	 0.0052 	 0.8477 	 0.6720
187 	 46.5 	 0.0048 	 0.8434 	 0.6729
188 	 46.3 	 0.0044 	 0.8354 	 0.6716
189 	 46.3 	 0.0040 	 0.8236 	 0.6778
190 	 46.3 	 0.0036 	 0.8189 	 0.6765
191 	 46.4 	 0.0032 	 0.8066 	 0.6782
192 	 46.2 	 0.0028 	 0.8001 	 0.6789
193 	 46.3 	 0.0024 	 0.7897 	 0.6811
194 	 46.4 	 0.0020 	 0.7816 	 0.6814
195 	 46.3 	 0.0016 	 0.7715 	 0.6841
196 	 46.4 	 0.0012 	 0.7620 	 0.6831
197 	 46.4 	 0.0008 	 0.7557 	 0.6856
198 	 46.3 	 0.0004 	 0.7452 	 0.6855
199 	 46.3 	 0.0000 	 0.7485 	 0.6844
Total train time: 154.4368 minutes
Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc
0.4765 	 0.8499 	 0.8983 	 0.4643
